Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296,2022-10-24 04:21:06.646652656,2022-10
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986,2022-03-23 02:55:04.953467427,2022-03
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25,2022-09-30 23:35:21.525067548,2022-09
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368,2023-09-06 17:41:44.112879016,2023-09
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,2022-09-10 09:51:23.398378864,2022-09
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,2022-12-03 09:03:24.262984088,2022-12
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255,2023-04-18 12:05:50.165115584,2023-04
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392,2022-10-16 07:15:45.661963376,2022-10
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928,2023-10-28 02:16:36.457520264,2023-10
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832,2022-12-22 04:46:11.059741820,2022-12
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,2022-07-22 21:02:45.355749024,2022-07
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567,2022-02-15 17:46:03.494446112,2022-02
Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116,2023-01-14 18:17:11.041729208,2023-01
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,2022-01-01 01:45:02.972080456,2022-01
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,2023-02-08 04:48:46.688682076,2023-02
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276,2023-02-17 07:39:58.198739116,2023-02
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,2023-04-14 08:18:00.756529568,2023-04
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,2022-12-17 00:27:40.042029420,2022-12
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,2022-12-24 12:47:46.166316420,2022-12
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,2022-10-10 19:57:02.755929152,2022-10
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,2022-10-18 18:47:26.712698888,2022-10
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,2023-07-22 09:55:16.841789248,2023-07
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,2023-12-26 23:42:16.535574904,2023-12
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,2022-07-12 08:55:37.376163314,2022-07
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,2023-09-15 17:02:49.678775144,2023-09
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,2022-06-09 07:48:11.023716602,2022-06
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,2022-03-27 03:12:48.417892525,2022-03
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,2022-01-31 06:35:33.413389372,2022-01
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,2023-06-07 09:39:43.068147704,2023-06
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,2022-10-05 15:38:31.738216752,2022-10
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,2023-10-03 15:45:00.810567400,2023-10
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,2022-04-07 21:05:46.922845992,2022-04
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,2023-10-28 07:31:45.373761632,2023-10
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,2022-04-25 09:17:40.222155508,2022-04
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,2023-12-26 21:57:13.563494448,2023-12
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,2023-01-28 04:26:17.904533172,2023-01
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,2022-11-15 20:51:30.963674572,2022-11
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,2023-03-29 07:07:06.898829176,2023-03
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,2023-03-24 16:48:59.657760432,2023-03
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,2022-12-17 05:42:48.958270788,2022-12
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,2022-05-07 06:40:44.671269888,2022-05
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,2023-10-20 06:56:18.444911440,2023-10
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,2022-09-21 17:14:04.070849596,2022-09
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,2022-08-26 14:26:20.066046232,2022-08
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,2023-05-11 13:21:29.342539776,2023-05
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,2023-08-01 20:17:21.849294504,2023-08
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,2023-02-19 05:11:15.472830980,2023-02
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,2023-09-04 04:25:00.090063040,2023-09
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,2022-03-14 03:33:59.387571300,2022-03
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,2023-02-07 04:18:05.079555688,2023-02
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,2023-11-28 14:38:00.396277392,2023-11
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,2023-07-20 19:24:11.456019216,2023-07
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,2022-01-26 04:02:05.367757430,2022-01
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,2023-12-21 12:23:33.629540680,2023-12
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,2022-09-27 04:32:46.976883820,2022-09
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,2022-03-15 18:05:04.773341339,2022-03
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,2022-09-22 03:44:21.903332332,2022-09
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,2022-04-30 04:50:56.379465626,2022-04
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,2022-09-20 16:43:22.461723204,2022-09
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513,2022-01-31 13:35:45.301711198,2022-01
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,2023-06-18 04:47:02.936055240,2023-06
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,2022-06-27 01:15:13.239267488,2022-06
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,2022-10-01 17:05:51.245872112,2022-10
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,2023-06-07 23:40:06.844791352,2023-06
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,2023-09-18 08:04:36.673671568,2023-09
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,2023-09-24 21:39:04.160912640,2023-09
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,2023-02-03 14:30:39.447613328,2023-02
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,2023-11-21 00:32:51.299909936,2023-11
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,2022-01-29 03:49:07.223056139,2022-01
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003,2023-11-13 22:43:03.008105672,2023-11
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,2023-02-18 08:10:39.807865504,2023-02
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,2023-04-11 10:16:01.873311320,2023-04
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,2022-06-26 14:44:55.406784750,2022-06
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,2023-04-06 05:57:30.855598920,2023-04
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,2022-07-11 15:25:07.655358750,2022-07
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,2022-05-17 01:17:22.930051036,2022-05
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,2023-07-27 00:13:24.082858000,2023-07
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,2022-04-16 08:11:31.684178926,2022-04
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,2022-02-27 15:09:07.943560492,2022-02
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,2022-08-19 02:06:13.941759232,2022-08
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,2023-11-03 14:06:00.972680872,2023-11
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,2022-11-29 14:00:49.714800360,2022-11
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,2022-10-26 07:07:32.836985888,2022-10
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,2022-10-25 06:36:51.227859500,2022-10
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,2023-09-08 23:58:16.247373160,2023-09
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,2023-02-11 16:51:09.348543980,2023-02
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,2022-09-16 16:25:38.997298108,2022-09
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,2022-07-05 10:35:55.028519964,2022-07
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.0,210.4936,2022-04-19 11:28:39.483638546,2022-04
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692,2022-08-09 00:29:23.794656260,2022-08
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.0,2.3232,2023-04-14 22:18:24.533173224,2023-04
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095,2023-03-26 03:49:59.099369560,2023-03
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.0,4.0572,2023-12-17 13:50:53.137196040,2023-12
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.0,1.5548,2023-12-01 07:24:50.363254280,2023-12
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768,2023-09-15 13:32:43.734614232,2023-09
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072,2023-07-25 07:57:15.725007504,2023-07
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712,2022-01-11 01:36:50.147102972,2022-01
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694,2022-09-23 23:30:36.205343740,2022-09
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,2023-04-26 17:56:26.010207144,2023-04
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11,2023-11-29 13:23:39.033323328,2023-11
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,51.942,2022-09-26 07:32:11.311918344,2022-09
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.76,5,0.2,47.844,2023-01-08 13:27:58.414890424,2023-01
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96,2023-06-10 09:26:44.923446408,2023-06
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864,2023-07-27 05:28:32.999099368,2023-07
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372,2023-06-05 15:38:31.738216752,2023-06
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316,2022-12-06 05:20:20.174121884,2022-12
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,2023-04-30 21:44:15.418793152,2023-04
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,2023-01-31 19:58:46.508555988,2023-01
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.2424,2023-05-06 03:47:49.408586008,2023-05
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.3966,2022-12-10 17:53:24.443110176,2022-12
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,2023-11-06 15:38:05.800060040,2023-11
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.8592,2022-07-22 19:17:42.383668568,2022-07
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.1558,2022-12-02 12:02:48.598018612,2022-12
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,2023-10-11 07:35:12.879015312,2023-10
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.7,-62.88,2023-04-10 20:15:38.096667664,2023-04
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,2023-05-19 22:42:11.131792256,2023-05
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.0,15.552,2022-04-25 14:32:49.138396878,2022-04
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.48,8,0.0,10.8248,2022-08-29 07:13:10.033023116,2022-08
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.0,27.3168,2023-04-17 02:49:53.695586912,2023-04
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0.0,38.024,2023-04-08 06:58:54.073851696,2023-04
